ResultCurve_id,xtime,xvalue,Batch,Sample_Code
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.018333333333333333,1.0959545492960356,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.028333333333333332,1.1411485513288617,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.03833333333333333,1.1637455523452749,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.04833333333333333,1.1976410538698945,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.05193333333333334,1.1854386733210314,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.058333333333333334,1.1637455523452749,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.06833333333333333,1.2089395543781012,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.07833333333333334,1.1976410538698945,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.08833333333333333,1.186342553361688,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.10386666666666668,1.1474757116134575,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.11666666666666667,1.1185515503124486,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.12666666666666665,1.107253049804242,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.13666666666666666,1.084656048787829,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.14666666666666667,1.0620590477714158,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.15580000000000002,1.0517397506405872,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.17666666666666667,1.0281635462467962,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.20666666666666667,1.0281635462467962,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.20773333333333335,1.0293687196343384,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.23666666666666666,1.0507605472632093,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.24666666666666667,1.0620590477714158,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.25666666666666665,1.0733575482796223,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.25966666666666666,1.0801366485845463,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.2966666666666667,1.1637455523452749,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.30666666666666664,1.1976410538698945,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.31160000000000004,1.2143628346220405,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.33666666666666667,1.31062605895196,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.34326666666666666,1.3479111106290418,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.3635333333333334,1.4511040819373284,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.36666666666666664,1.4688050660668517,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.3766666666666667,1.5365960691160914,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.38666666666666666,1.6043870721653302,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4154666666666667,1.8321648424107746,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4166666666666667,1.841655582837668,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4266666666666667,1.9320435869033203,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4327916666666667,1.9874062393935326,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.45666666666666667,2.214506099608484,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4666666666666667,2.304894103674137,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4674,2.312351114009553,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.4766666666666667,2.4065806082479955,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.48500000000000004,2.4969686123136476,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.500625,2.6269013681580233,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.515,2.7455356234941926,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.5193333333333333,2.7749117248155297,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.5549999999999999,3.016699635691149,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.565,3.0731921382321827,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.5712666666666667,3.1015137128394206,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.575,3.118386140265008,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.5850000000000001,3.186177143314248,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.61,3.287863647888107,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.615,3.3104606489045194,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.6232000000000001,3.3475197305714377,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.625,3.355654650937346,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.6649999999999999,3.4912366570358246,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.675,3.513833658052237,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.6751333333333334,3.514285598072566,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.685,3.5477291595768574,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.6950000000000001,3.581624661101477,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.7270666666666667,3.6540857110274416,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.765,3.7398036682163687,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.775,3.751102168724575,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.779,3.7601409691311405,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.785,3.773699169740988,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.815,3.8301916722820213,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.825,3.8414901727902273,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.8309333333333334,3.8481939497584303,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.855,3.886684174823054,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.8703333333333333,3.9058916256870053,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.8828666666666667,3.920052412990624,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.8833333333333333,3.9205796763476735,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.8933333333333333,3.943176677364087,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9033333333333334,3.943176677364087,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9133333333333333,3.9544751778722933,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9233333333333333,3.9657736783804998,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9333333333333333,3.9883706793969127,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9348,3.9883706793969127,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9433333333333334,3.9883706793969127,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9867333333333334,4.0374061716025285,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,0.9933333333333334,4.044863181937945,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0033333333333334,4.044863181937945,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0333333333333334,4.078758683462565,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0386666666666666,4.078758683462565,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0433333333333334,4.078758683462565,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0533333333333335,4.090057183970772,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0833333333333333,4.112654184987185,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0906,4.112654184987185,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.0933333333333333,4.112654184987185,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1033333333333333,4.123952685495391,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1333333333333333,4.146549686511804,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1425333333333334,4.146549686511804,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1433333333333333,4.146549686511804,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1533333333333333,4.1578481870200115,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1633333333333333,4.169146687528217,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1733333333333333,4.169146687528217,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.1944666666666668,4.180445188036424,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2033333333333334,4.180445188036424,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2333333333333334,4.203042189052837,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2464000000000002,4.207200037239858,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2616666666666667,4.214340689561044,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2816666666666667,4.225639190069251,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2916666666666667,4.225639190069251,025610D,O550GMVVY
1AC7AFE2-D997-47CF-9C8A-02073DFA671B,1.2983333333333333,4.225639190069251,025610D,O550GMVVY
DF8F1721-1E7F-47C2-8B2C-02B6EAF6D2CA,0.015000000000000001,1.7060735767391892,045722D,O550Q7KIL
DF8F1721-1E7F-47C2-8B2C-02B6EAF6D2CA,0.025,1.4688050660668517,045722D,O550Q7KIL
